/u/shawntan/.conda/envs/dist/lib/python3.9/site-packages/haiku/_src/data_structures.py:37: FutureWarning: jax.tree_structure is deprecated, and will be removed in a future release. Use jax.tree_util.tree_structure instead.
  PyTreeDef = type(jax.tree_structure(None))
/u/shawntan/.conda/envs/dist/lib/python3.9/site-packages/chex/_src/pytypes.py:37: FutureWarning: jax.tree_structure is deprecated, and will be removed in a future release. Use jax.tree_util.tree_structure instead.
  PyTreeDef = type(jax.tree_structure(None))
I0823 14:41:47.061769 22398207461184 xla_bridge.py:328] Unable to initialize backend 'tpu_driver': NOT_FOUND: Unable to find driver in registry given worker: 
I0823 14:41:47.297060 22398207461184 xla_bridge.py:328] Unable to initialize backend 'rocm': NOT_FOUND: Could not find registered platform with name: "rocm". Available platform names are: CUDA Interpreter Host
I0823 14:41:47.297404 22398207461184 xla_bridge.py:328] Unable to initialize backend 'tpu': module 'jaxlib.xla_extension' has no attribute 'get_tpu_client'
/u/shawntan/.conda/envs/dist/lib/python3.9/site-packages/haiku/_src/data_structures.py:144: FutureWarning: jax.tree_flatten is deprecated, and will be removed in a future release. Use jax.tree_util.tree_flatten instead.
  leaves, treedef = jax.tree_flatten(tree)
/u/shawntan/.conda/envs/dist/lib/python3.9/site-packages/haiku/_src/data_structures.py:145: FutureWarning: jax.tree_unflatten is deprecated, and will be removed in a future release. Use jax.tree_util.tree_unflatten instead.
  return jax.tree_unflatten(treedef, leaves)
{'train_loss': 0.6964544057846069, 'valid_loss': 0.6903354525566101, 'step': 499, 'valid_accuracy': 0.52734375, 'train_accuracy': 0.453125}
{'train_loss': 1.2207249255880015e-06, 'valid_loss': 6.061114982003346e-05, 'step': 167999, 'valid_accuracy': 1.0, 'train_accuracy': 1.0}
{'train_loss': 0.00018848845502361655, 'valid_loss': 0.07554133236408234, 'step': 168499, 'valid_accuracy': 0.98046875, 'train_accuracy': 1.0}
{'train_loss': 5.276294814393623e-06, 'valid_loss': 0.00030112205422483385, 'step': 168999, 'valid_accuracy': 1.0, 'train_accuracy': 1.0}
{'train_loss': 0.03836101293563843, 'valid_loss': 0.4497978687286377, 'step': 169499, 'valid_accuracy': 0.826171875, 'train_accuracy': 0.984375}
{'train_loss': 1.24072312246426e-06, 'valid_loss': 7.851968257455155e-05, 'step': 169999, 'valid_accuracy': 1.0, 'train_accuracy': 1.0}
{'train_loss': 2.5581353838788345e-05, 'valid_loss': 0.00029750465182587504, 'step': 170499, 'valid_accuracy': 1.0, 'train_accuracy': 1.0}
{'train_loss': 2.9703394375246717e-06, 'valid_loss': 0.00015377959061879665, 'step': 170999, 'valid_accuracy': 1.0, 'train_accuracy': 1.0}
{'train_loss': 2.2193264612724306e-06, 'valid_loss': 4.670688576879911e-05, 'step': 171499, 'valid_accuracy': 1.0, 'train_accuracy': 1.0}
{'train_loss': 0.006877764128148556, 'valid_loss': 0.013904791325330734, 'step': 171999, 'valid_accuracy': 0.99609375, 'train_accuracy': 1.0}
{'train_loss': 1.0582447430351749e-05, 'valid_loss': 0.0564584918320179, 'step': 172499, 'valid_accuracy': 0.982421875, 'train_accuracy': 1.0}
{'train_loss': 0.0016654888167977333, 'valid_loss': 0.039513953030109406, 'step': 172999, 'valid_accuracy': 0.990234375, 'train_accuracy': 1.0}
{'train_loss': 0.5284292697906494, 'valid_loss': 1.0178565979003906, 'step': 173499, 'valid_accuracy': 0.87109375, 'train_accuracy': 0.9296875}
{'train_loss': 0.0001802698679966852, 'valid_loss': 0.0007218938553705812, 'step': 173999, 'valid_accuracy': 1.0, 'train_accuracy': 1.0}
{'train_loss': 2.984633647429291e-05, 'valid_loss': 4.437063694000244, 'step': 174499, 'valid_accuracy': 0.359375, 'train_accuracy': 1.0}
{'train_loss': 4.859159616898978e-07, 'valid_loss': 0.0009109927341341972, 'step': 174999, 'valid_accuracy': 1.0, 'train_accuracy': 1.0}
{'train_loss': 8.682071097609878e-07, 'valid_loss': 0.0002963028091471642, 'step': 175499, 'valid_accuracy': 1.0, 'train_accuracy': 1.0}
{'train_loss': 3.4525942282925826e-06, 'valid_loss': 0.0015622813953086734, 'step': 175999, 'valid_accuracy': 1.0, 'train_accuracy': 1.0}
{'train_loss': 0.00023606089234817773, 'valid_loss': 0.0003152174176648259, 'step': 176499, 'valid_accuracy': 1.0, 'train_accuracy': 1.0}
{'train_loss': 3.6437097605812596e-06, 'valid_loss': 0.004031760152429342, 'step': 176999, 'valid_accuracy': 0.998046875, 'train_accuracy': 1.0}
{'train_loss': 3.773805701712263e-06, 'valid_loss': 0.002200450748205185, 'step': 177499, 'valid_accuracy': 0.998046875, 'train_accuracy': 1.0}
{'train_loss': 0.2683383524417877, 'valid_loss': 0.04828610643744469, 'step': 177999, 'valid_accuracy': 0.986328125, 'train_accuracy': 0.986328125}
{'train_loss': 2.8357429982861504e-05, 'valid_loss': 6.6112206695834175e-06, 'step': 178499, 'valid_accuracy': 1.0, 'train_accuracy': 1.0}
{'train_loss': 1.2191494533908553e-05, 'valid_loss': 0.0001058627967722714, 'step': 178999, 'valid_accuracy': 1.0, 'train_accuracy': 1.0}
{'train_loss': 8.518910181010142e-05, 'valid_loss': 0.0012120591709390283, 'step': 179499, 'valid_accuracy': 1.0, 'train_accuracy': 1.0}
{'train_loss': 8.311919827974634e-07, 'valid_loss': 5.381677328841761e-05, 'step': 179999, 'valid_accuracy': 1.0, 'train_accuracy': 1.0}
{'train_loss': 1.1717939969457802e-06, 'valid_loss': 0.009378856979310513, 'step': 180499, 'valid_accuracy': 0.99609375, 'train_accuracy': 1.0}
{'train_loss': 2.767925934676896e-06, 'valid_loss': 0.0027056625112891197, 'step': 180999, 'valid_accuracy': 0.998046875, 'train_accuracy': 1.0}
{'train_loss': 0.00034079173929058015, 'valid_loss': 7.14814814273268e-05, 'step': 181499, 'valid_accuracy': 1.0, 'train_accuracy': 1.0}
{'train_loss': 5.452267032524105e-06, 'valid_loss': 0.10038857161998749, 'step': 181999, 'valid_accuracy': 0.9765625, 'train_accuracy': 1.0}
{'train_loss': 4.663553170303203e-07, 'valid_loss': 1.894419256132096e-06, 'step': 182499, 'valid_accuracy': 1.0, 'train_accuracy': 1.0}
{'train_loss': 1.873930887086317e-05, 'valid_loss': 7.706959149800241e-05, 'step': 182999, 'valid_accuracy': 1.0, 'train_accuracy': 1.0}
{'train_loss': 0.0008616590639576316, 'valid_loss': 2.7448153495788574, 'step': 183499, 'valid_accuracy': 0.46484375, 'train_accuracy': 0.998046875}
{'train_loss': 2.8032707177771954e-07, 'valid_loss': 0.0003764817665796727, 'step': 183999, 'valid_accuracy': 1.0, 'train_accuracy': 1.0}
{'train_loss': 0.00039149148506112397, 'valid_loss': 0.001258358359336853, 'step': 184499, 'valid_accuracy': 1.0, 'train_accuracy': 1.0}
{'train_loss': 1.9499100289976923e-06, 'valid_loss': 0.00018050560902338475, 'step': 184999, 'valid_accuracy': 1.0, 'train_accuracy': 1.0}
{'train_loss': 0.6895508766174316, 'valid_loss': 0.653751790523529, 'step': 185499, 'valid_accuracy': 0.609375, 'train_accuracy': 0.607421875}
{'train_loss': 1.5113322660909034e-05, 'valid_loss': 9.982932533603162e-05, 'step': 185999, 'valid_accuracy': 1.0, 'train_accuracy': 1.0}
{'train_loss': 2.654115633049514e-05, 'valid_loss': 1.4846040357952006e-05, 'step': 186499, 'valid_accuracy': 1.0, 'train_accuracy': 1.0}
{'train_loss': 0.2044835090637207, 'valid_loss': 0.44840505719184875, 'step': 186999, 'valid_accuracy': 0.916015625, 'train_accuracy': 0.98046875}
{'train_loss': 1.2609847544808872e-05, 'valid_loss': 0.012586705386638641, 'step': 187499, 'valid_accuracy': 0.994140625, 'train_accuracy': 1.0}
{'train_loss': 4.4787884689867496e-05, 'valid_loss': 0.011027920991182327, 'step': 187999, 'valid_accuracy': 0.99609375, 'train_accuracy': 1.0}
{'train_loss': 0.0036106372717767954, 'valid_loss': 0.006108352914452553, 'step': 188499, 'valid_accuracy': 0.998046875, 'train_accuracy': 0.998046875}
{'train_loss': 2.8981365176150575e-05, 'valid_loss': 0.001520309248007834, 'step': 188999, 'valid_accuracy': 1.0, 'train_accuracy': 1.0}
{'train_loss': 6.360493443935411e-06, 'valid_loss': 0.002578121842816472, 'step': 189499, 'valid_accuracy': 1.0, 'train_accuracy': 1.0}
{'train_loss': 0.0014264096971601248, 'valid_loss': 0.026330647990107536, 'step': 189999, 'valid_accuracy': 0.98828125, 'train_accuracy': 1.0}
{'train_loss': 2.1196769921516534e-06, 'valid_loss': 0.0014315490843728185, 'step': 190499, 'valid_accuracy': 1.0, 'train_accuracy': 1.0}
{'train_loss': 4.228146281093359e-06, 'valid_loss': 1.3139974726072978e-05, 'step': 190999, 'valid_accuracy': 1.0, 'train_accuracy': 1.0}
{'train_loss': 9.03363834368065e-05, 'valid_loss': 0.0350448302924633, 'step': 191499, 'valid_accuracy': 0.986328125, 'train_accuracy': 1.0}
{'train_loss': 8.618436550023034e-05, 'valid_loss': 2.2391767501831055, 'step': 191999, 'valid_accuracy': 0.494140625, 'train_accuracy': 0.994140625}
{'train_loss': 2.3330761905526742e-05, 'valid_loss': 0.0007913752924650908, 'step': 192499, 'valid_accuracy': 1.0, 'train_accuracy': 1.0}
{'train_loss': 0.0002803109819069505, 'valid_loss': 0.00022201324463821948, 'step': 192999, 'valid_accuracy': 1.0, 'train_accuracy': 1.0}
{'train_loss': 3.678221901282086e-06, 'valid_loss': 7.74861837271601e-06, 'step': 193499, 'valid_accuracy': 1.0, 'train_accuracy': 1.0}
{'train_loss': 7.0435184170492e-05, 'valid_loss': 0.02989049442112446, 'step': 193999, 'valid_accuracy': 0.98046875, 'train_accuracy': 1.0}
{'train_loss': 0.005598550196737051, 'valid_loss': 0.02764762006700039, 'step': 194499, 'valid_accuracy': 0.98046875, 'train_accuracy': 0.998046875}
{'train_loss': 4.050317147630267e-05, 'valid_loss': 0.19885632395744324, 'step': 194999, 'valid_accuracy': 0.916015625, 'train_accuracy': 1.0}
{'train_loss': 9.984355529013555e-06, 'valid_loss': 0.37362390756607056, 'step': 195499, 'valid_accuracy': 0.853515625, 'train_accuracy': 1.0}
{'train_loss': 8.662431355332956e-05, 'valid_loss': 3.100880712736398e-05, 'step': 195999, 'valid_accuracy': 1.0, 'train_accuracy': 1.0}
{'train_loss': 3.4307249734411016e-06, 'valid_loss': 0.0021064411848783493, 'step': 196499, 'valid_accuracy': 0.998046875, 'train_accuracy': 1.0}
{'train_loss': 2.5181230739690363e-05, 'valid_loss': 0.0006892721285112202, 'step': 196999, 'valid_accuracy': 1.0, 'train_accuracy': 1.0}
{'train_loss': 3.34339783876203e-05, 'valid_loss': 0.0011227697832509875, 'step': 197499, 'valid_accuracy': 1.0, 'train_accuracy': 1.0}
{'train_loss': 4.513412022788543e-06, 'valid_loss': 0.03441606089472771, 'step': 197999, 'valid_accuracy': 0.984375, 'train_accuracy': 1.0}
{'train_loss': 0.030123785138130188, 'valid_loss': 0.05420671030879021, 'step': 198499, 'valid_accuracy': 0.974609375, 'train_accuracy': 0.998046875}
{'train_loss': 8.365207577298861e-06, 'valid_loss': 0.005943344905972481, 'step': 198999, 'valid_accuracy': 0.998046875, 'train_accuracy': 1.0}
{'train_loss': 6.065016805223422e-06, 'valid_loss': 3.787003879551776e-05, 'step': 199499, 'valid_accuracy': 1.0, 'train_accuracy': 1.0}
{'train_loss': 2.087063876388129e-06, 'valid_loss': 1.4170333088259213e-05, 'step': 199999, 'valid_accuracy': 1.0, 'train_accuracy': 1.0}
{'train_loss': 3.1335148378275335e-05, 'valid_loss': 0.00035229866625741124, 'step': 200499, 'valid_accuracy': 1.0, 'train_accuracy': 1.0}
{'train_loss': 1.8318835373065667e-06, 'valid_loss': 1.0916201972577255e-05, 'step': 200999, 'valid_accuracy': 1.0, 'train_accuracy': 1.0}
{'train_loss': 0.0005593742243945599, 'valid_loss': 0.9067882299423218, 'step': 201499, 'valid_accuracy': 0.673828125, 'train_accuracy': 1.0}
{'train_loss': 0.0001043961092364043, 'valid_loss': 0.0004790652892552316, 'step': 201999, 'valid_accuracy': 1.0, 'train_accuracy': 1.0}
{'train_loss': 1.149470881500747e-05, 'valid_loss': 0.20043741166591644, 'step': 202499, 'valid_accuracy': 0.94921875, 'train_accuracy': 1.0}
{'train_loss': 1.065430205926532e-05, 'valid_loss': 3.743686102097854e-05, 'step': 202999, 'valid_accuracy': 1.0, 'train_accuracy': 1.0}
{'train_loss': 1.6914889329200378e-06, 'valid_loss': 2.5701542654132936e-06, 'step': 203499, 'valid_accuracy': 1.0, 'train_accuracy': 1.0}
{'train_loss': 1.136871287599206e-05, 'valid_loss': 0.0008036256185732782, 'step': 203999, 'valid_accuracy': 1.0, 'train_accuracy': 1.0}
{'train_loss': 1.0824716810020618e-05, 'valid_loss': 0.00027294689789414406, 'step': 204499, 'valid_accuracy': 1.0, 'train_accuracy': 1.0}
{'train_loss': 0.0009068634244613349, 'valid_loss': 0.0018008430488407612, 'step': 204999, 'valid_accuracy': 1.0, 'train_accuracy': 1.0}
{'train_loss': 0.01587063819169998, 'valid_loss': 0.01646464318037033, 'step': 205499, 'valid_accuracy': 0.98828125, 'train_accuracy': 0.994140625}
{'train_loss': 0.00023348195827566087, 'valid_loss': 0.001101864269003272, 'step': 205999, 'valid_accuracy': 1.0, 'train_accuracy': 1.0}
{'train_loss': 0.5744727849960327, 'valid_loss': 0.6030149459838867, 'step': 206499, 'valid_accuracy': 0.869140625, 'train_accuracy': 0.869140625}
{'train_loss': 0.0002879510575439781, 'valid_loss': 0.028232872486114502, 'step': 206999, 'valid_accuracy': 0.986328125, 'train_accuracy': 1.0}
{'train_loss': 5.0122529501095414e-05, 'valid_loss': 0.00012587964010890573, 'step': 207499, 'valid_accuracy': 1.0, 'train_accuracy': 1.0}
{'train_loss': 2.616558958834503e-05, 'valid_loss': 3.169434057781473e-05, 'step': 207999, 'valid_accuracy': 1.0, 'train_accuracy': 1.0}
{'train_loss': 1.3112081433064304e-05, 'valid_loss': 4.594631172949448e-05, 'step': 208499, 'valid_accuracy': 1.0, 'train_accuracy': 1.0}
{'train_loss': 1.4477155900749494e-06, 'valid_loss': 2.863845475076232e-05, 'step': 208999, 'valid_accuracy': 1.0, 'train_accuracy': 1.0}
{'train_loss': 4.560135494102724e-05, 'valid_loss': 0.0008977622492238879, 'step': 209499, 'valid_accuracy': 1.0, 'train_accuracy': 1.0}
{'train_loss': 5.252465598459821e-06, 'valid_loss': 0.0003234330506529659, 'step': 209999, 'valid_accuracy': 1.0, 'train_accuracy': 1.0}
{'train_loss': 3.730993194039911e-05, 'valid_loss': 0.03329407051205635, 'step': 210499, 'valid_accuracy': 0.9921875, 'train_accuracy': 1.0}
{'train_loss': 9.329352224085596e-07, 'valid_loss': 0.0035806018859148026, 'step': 210999, 'valid_accuracy': 0.998046875, 'train_accuracy': 1.0}
{'train_loss': 2.722599674598314e-05, 'valid_loss': 6.750136435584864e-06, 'step': 211499, 'valid_accuracy': 1.0, 'train_accuracy': 1.0}
{'train_loss': 3.657643901533447e-05, 'valid_loss': 9.522383152216207e-06, 'step': 211999, 'valid_accuracy': 1.0, 'train_accuracy': 1.0}
{'train_loss': 5.83471660320356e-07, 'valid_loss': 8.832083040033467e-06, 'step': 212499, 'valid_accuracy': 1.0, 'train_accuracy': 1.0}
{'train_loss': 0.014038613066077232, 'valid_loss': 6.332889370241901e-06, 'step': 212999, 'valid_accuracy': 1.0, 'train_accuracy': 1.0}
{'train_loss': 8.825647819321603e-05, 'valid_loss': 0.00731558445841074, 'step': 213499, 'valid_accuracy': 0.998046875, 'train_accuracy': 1.0}
{'train_loss': 0.0003225513792131096, 'valid_loss': 0.0022994698956608772, 'step': 213999, 'valid_accuracy': 1.0, 'train_accuracy': 1.0}
{'train_loss': 1.6437709291494684e-06, 'valid_loss': 0.0001362382317893207, 'step': 214499, 'valid_accuracy': 1.0, 'train_accuracy': 1.0}
{'train_loss': 4.12802137361723e-07, 'valid_loss': 0.022201664745807648, 'step': 214999, 'valid_accuracy': 0.98828125, 'train_accuracy': 1.0}
{'train_loss': 5.385335953178583e-06, 'valid_loss': 0.00022510334383696318, 'step': 215499, 'valid_accuracy': 1.0, 'train_accuracy': 1.0}
{'train_loss': 7.4331442192487884e-06, 'valid_loss': 0.00014591765648219734, 'step': 215999, 'valid_accuracy': 1.0, 'train_accuracy': 1.0}
{'train_loss': 3.3366835850756615e-05, 'valid_loss': 9.197714098263532e-05, 'step': 216499, 'valid_accuracy': 1.0, 'train_accuracy': 1.0}
{'train_loss': 8.276919834315777e-05, 'valid_loss': 1.5773337509017438e-05, 'step': 216999, 'valid_accuracy': 1.0, 'train_accuracy': 1.0}
{'train_loss': 5.961961505818181e-06, 'valid_loss': 0.00027174100978299975, 'step': 217499, 'valid_accuracy': 1.0, 'train_accuracy': 1.0}
{'train_loss': 1.5622947103111073e-05, 'valid_loss': 0.0025485586374998093, 'step': 217999, 'valid_accuracy': 0.998046875, 'train_accuracy': 1.0}
{'train_loss': 9.549671813147143e-05, 'valid_loss': 3.4624283671291778e-06, 'step': 218499, 'valid_accuracy': 1.0, 'train_accuracy': 1.0}
{'train_loss': 3.1701397347205784e-06, 'valid_loss': 5.191013042349368e-05, 'step': 218999, 'valid_accuracy': 1.0, 'train_accuracy': 1.0}
{'train_loss': 1.5448185877176002e-06, 'valid_loss': 7.375729910563678e-05, 'step': 219499, 'valid_accuracy': 1.0, 'train_accuracy': 1.0}
{'train_loss': 1.1187394193257205e-06, 'valid_loss': 0.00046785330050624907, 'step': 219999, 'valid_accuracy': 1.0, 'train_accuracy': 1.0}
{'train_loss': 0.0017457279609516263, 'valid_loss': 1.1456542779342271e-05, 'step': 220499, 'valid_accuracy': 1.0, 'train_accuracy': 1.0}
{'train_loss': 6.507558509838418e-07, 'valid_loss': 1.953029823198449e-06, 'step': 220999, 'valid_accuracy': 1.0, 'train_accuracy': 1.0}
{'train_loss': 4.213430656818673e-06, 'valid_loss': 4.4182529563840944e-06, 'step': 221499, 'valid_accuracy': 1.0, 'train_accuracy': 1.0}
{'train_loss': 0.017456885427236557, 'valid_loss': 0.8914893865585327, 'step': 221999, 'valid_accuracy': 0.791015625, 'train_accuracy': 0.998046875}
{'train_loss': 0.01099118497222662, 'valid_loss': 0.007327002473175526, 'step': 222499, 'valid_accuracy': 1.0, 'train_accuracy': 0.998046875}
{'train_loss': 0.002614842262119055, 'valid_loss': 0.007788266520947218, 'step': 222999, 'valid_accuracy': 0.994140625, 'train_accuracy': 0.99609375}
{'train_loss': 0.060525599867105484, 'valid_loss': 0.023403912782669067, 'step': 223499, 'valid_accuracy': 0.990234375, 'train_accuracy': 0.998046875}
{'train_loss': 3.246922278776765e-05, 'valid_loss': 0.00034154311288148165, 'step': 223999, 'valid_accuracy': 1.0, 'train_accuracy': 1.0}
{'train_loss': 9.436161781195551e-05, 'valid_loss': 0.003531896974891424, 'step': 224499, 'valid_accuracy': 0.998046875, 'train_accuracy': 1.0}
{'train_loss': 9.482343557465356e-06, 'valid_loss': 0.0003262388054281473, 'step': 224999, 'valid_accuracy': 1.0, 'train_accuracy': 1.0}
{'train_loss': 5.695912022929406e-06, 'valid_loss': 0.008503218181431293, 'step': 225499, 'valid_accuracy': 0.998046875, 'train_accuracy': 1.0}
{'train_loss': 6.4628757172613405e-06, 'valid_loss': 0.001834801398217678, 'step': 225999, 'valid_accuracy': 1.0, 'train_accuracy': 1.0}
{'train_loss': 0.0010230124462395906, 'valid_loss': 0.0014628194039687514, 'step': 226499, 'valid_accuracy': 1.0, 'train_accuracy': 1.0}
{'train_loss': 2.137179035344161e-05, 'valid_loss': 0.002552921185269952, 'step': 226999, 'valid_accuracy': 0.998046875, 'train_accuracy': 1.0}
{'train_loss': 1.844475832513126e-06, 'valid_loss': 1.0797390132211149e-05, 'step': 227499, 'valid_accuracy': 1.0, 'train_accuracy': 1.0}
{'train_loss': 2.0991174096707255e-06, 'valid_loss': 0.14013460278511047, 'step': 227999, 'valid_accuracy': 0.951171875, 'train_accuracy': 1.0}
{'train_loss': 8.516918796885875e-07, 'valid_loss': 1.486287328589242e-05, 'step': 228499, 'valid_accuracy': 1.0, 'train_accuracy': 1.0}
{'train_loss': 0.0001154533529188484, 'valid_loss': 0.01491294614970684, 'step': 228999, 'valid_accuracy': 0.99609375, 'train_accuracy': 1.0}
{'train_loss': 1.2881302609457634e-05, 'valid_loss': 0.0003901341697201133, 'step': 229499, 'valid_accuracy': 1.0, 'train_accuracy': 1.0}
{'train_loss': 8.770575732341968e-06, 'valid_loss': 7.009295950410888e-05, 'step': 229999, 'valid_accuracy': 1.0, 'train_accuracy': 1.0}
{'train_loss': 0.00014240732707548887, 'valid_loss': 0.023049715906381607, 'step': 230499, 'valid_accuracy': 0.994140625, 'train_accuracy': 1.0}
{'train_loss': 2.561695282565779e-06, 'valid_loss': 3.8972884794929996e-05, 'step': 230999, 'valid_accuracy': 1.0, 'train_accuracy': 1.0}
{'train_loss': 2.207138550147647e-06, 'valid_loss': 1.1945716323680244e-05, 'step': 231499, 'valid_accuracy': 1.0, 'train_accuracy': 1.0}
{'train_loss': 0.00015909801004454494, 'valid_loss': 0.00021833626669831574, 'step': 231999, 'valid_accuracy': 1.0, 'train_accuracy': 1.0}
{'train_loss': 6.919056613696739e-05, 'valid_loss': 0.0014822249067947268, 'step': 232499, 'valid_accuracy': 1.0, 'train_accuracy': 1.0}
{'train_loss': 0.0020688294898718596, 'valid_loss': 0.0015126010403037071, 'step': 232999, 'valid_accuracy': 1.0, 'train_accuracy': 0.998046875}
{'train_loss': 1.2712713214568794e-05, 'valid_loss': 0.002304697874933481, 'step': 233499, 'valid_accuracy': 0.998046875, 'train_accuracy': 1.0}
{'train_loss': 3.1240774660545867e-06, 'valid_loss': 6.818985275458544e-05, 'step': 233999, 'valid_accuracy': 1.0, 'train_accuracy': 1.0}
{'train_loss': 4.95024187330273e-06, 'valid_loss': 0.0004718287964351475, 'step': 234499, 'valid_accuracy': 1.0, 'train_accuracy': 1.0}
{'train_loss': 1.1649464795482345e-05, 'valid_loss': 0.0036986260674893856, 'step': 234999, 'valid_accuracy': 0.998046875, 'train_accuracy': 1.0}
{'train_loss': 0.4178224802017212, 'valid_loss': 0.12686073780059814, 'step': 235499, 'valid_accuracy': 0.970703125, 'train_accuracy': 0.97265625}
{'train_loss': 1.6272213088086573e-06, 'valid_loss': 0.004475272260606289, 'step': 235999, 'valid_accuracy': 0.998046875, 'train_accuracy': 1.0}
{'train_loss': 3.7206268643785734e-07, 'valid_loss': 1.6826877981657162e-05, 'step': 236499, 'valid_accuracy': 1.0, 'train_accuracy': 1.0}
{'train_loss': 3.898529030266218e-06, 'valid_loss': 0.00020036351634189487, 'step': 236999, 'valid_accuracy': 1.0, 'train_accuracy': 1.0}
{'train_loss': 3.613468606999959e-06, 'valid_loss': 0.0011736283777281642, 'step': 237499, 'valid_accuracy': 1.0, 'train_accuracy': 1.0}
{'train_loss': 0.0001587661390658468, 'valid_loss': 0.001168286195024848, 'step': 237999, 'valid_accuracy': 1.0, 'train_accuracy': 1.0}
{'train_loss': 0.005843390244990587, 'valid_loss': 0.06358380615711212, 'step': 238499, 'valid_accuracy': 0.982421875, 'train_accuracy': 1.0}
{'train_loss': 0.00018622340576257557, 'valid_loss': 0.00322546623647213, 'step': 238999, 'valid_accuracy': 0.998046875, 'train_accuracy': 1.0}
{'train_loss': 5.82916345592821e-06, 'valid_loss': 0.016982147470116615, 'step': 239499, 'valid_accuracy': 0.9921875, 'train_accuracy': 1.0}
{'train_loss': 1.0229681720375083e-05, 'valid_loss': 1.3107899576425552e-05, 'step': 239999, 'valid_accuracy': 1.0, 'train_accuracy': 1.0}
{'train_loss': 6.267777052926249e-07, 'valid_loss': 4.614768840838224e-06, 'step': 240499, 'valid_accuracy': 1.0, 'train_accuracy': 1.0}
{'train_loss': 4.030292473089503e-07, 'valid_loss': 2.9079557862132788e-05, 'step': 240999, 'valid_accuracy': 1.0, 'train_accuracy': 1.0}
{'train_loss': 4.1899693314917386e-06, 'valid_loss': 0.0009194330777972937, 'step': 241499, 'valid_accuracy': 1.0, 'train_accuracy': 1.0}
{'train_loss': 1.3583210147771752e-06, 'valid_loss': 6.647270492976531e-05, 'step': 241999, 'valid_accuracy': 1.0, 'train_accuracy': 1.0}
{'train_loss': 9.520077583147213e-06, 'valid_loss': 0.0018280389485880733, 'step': 242499, 'valid_accuracy': 1.0, 'train_accuracy': 1.0}
{'train_loss': 0.004126023501157761, 'valid_loss': 0.01116154994815588, 'step': 242999, 'valid_accuracy': 0.99609375, 'train_accuracy': 1.0}
{'train_loss': 0.00026904509286396205, 'valid_loss': 0.003046042053028941, 'step': 243499, 'valid_accuracy': 0.998046875, 'train_accuracy': 1.0}
{'train_loss': 3.3248939871555194e-05, 'valid_loss': 0.00018051582446787506, 'step': 243999, 'valid_accuracy': 1.0, 'train_accuracy': 1.0}
{'train_loss': 5.188013346923981e-06, 'valid_loss': 0.0004216391243971884, 'step': 244499, 'valid_accuracy': 1.0, 'train_accuracy': 1.0}
{'train_loss': 0.08094502985477448, 'valid_loss': 0.09275799244642258, 'step': 244999, 'valid_accuracy': 0.978515625, 'train_accuracy': 0.9921875}
{'train_loss': 0.0036757332272827625, 'valid_loss': 0.0025867221411317587, 'step': 245499, 'valid_accuracy': 1.0, 'train_accuracy': 1.0}
{'train_loss': 6.584207312698709e-06, 'valid_loss': 8.523237193003297e-05, 'step': 245999, 'valid_accuracy': 1.0, 'train_accuracy': 1.0}
{'train_loss': 1.6194255294976756e-05, 'valid_loss': 0.00016424361092504114, 'step': 246499, 'valid_accuracy': 1.0, 'train_accuracy': 1.0}
{'train_loss': 1.6293313365167705e-06, 'valid_loss': 1.2412993783073034e-05, 'step': 246999, 'valid_accuracy': 1.0, 'train_accuracy': 1.0}
{'train_loss': 1.747818146213831e-06, 'valid_loss': 1.9029059330932796e-05, 'step': 247499, 'valid_accuracy': 1.0, 'train_accuracy': 1.0}
{'train_loss': 4.383945997687988e-05, 'valid_loss': 0.0025335662066936493, 'step': 247999, 'valid_accuracy': 0.998046875, 'train_accuracy': 1.0}
{'train_loss': 0.0013331344816833735, 'valid_loss': 0.00010954651952488348, 'step': 248499, 'valid_accuracy': 1.0, 'train_accuracy': 1.0}
{'train_loss': 2.5937086320482194e-05, 'valid_loss': 0.0012162441853433847, 'step': 248999, 'valid_accuracy': 1.0, 'train_accuracy': 1.0}
{'train_loss': 2.286798189743422e-05, 'valid_loss': 4.211903433315456e-05, 'step': 249499, 'valid_accuracy': 1.0, 'train_accuracy': 1.0}
{'train_loss': 9.017499564833997e-07, 'valid_loss': 0.00968724861741066, 'step': 249999, 'valid_accuracy': 0.99609375, 'train_accuracy': 1.0}
I0823 19:54:19.419247 22398207461184 range_evaluation.py:82] {'length': 1, 'accuracy': 1.0}
I0823 19:54:20.070040 22398207461184 range_evaluation.py:82] {'length': 2, 'accuracy': 1.0}
I0823 19:54:20.774952 22398207461184 range_evaluation.py:82] {'length': 3, 'accuracy': 1.0}
I0823 19:54:21.462595 22398207461184 range_evaluation.py:82] {'length': 4, 'accuracy': 1.0}
I0823 19:54:22.165568 22398207461184 range_evaluation.py:82] {'length': 5, 'accuracy': 1.0}
I0823 19:54:22.905645 22398207461184 range_evaluation.py:82] {'length': 6, 'accuracy': 1.0}
I0823 19:54:23.589570 22398207461184 range_evaluation.py:82] {'length': 7, 'accuracy': 1.0}
I0823 19:54:24.292583 22398207461184 range_evaluation.py:82] {'length': 8, 'accuracy': 1.0}
I0823 19:54:25.458116 22398207461184 range_evaluation.py:82] {'length': 9, 'accuracy': 1.0}
I0823 19:54:26.254021 22398207461184 range_evaluation.py:82] {'length': 10, 'accuracy': 1.0}
